epoch,accuracy,f1_macro,learning_rate,loss,val_accuracy,val_f1_macro,val_loss
0,0.48045411705970764,0.4389286935329437,0.0010000000474974513,1.7788304090499878,0.6786606907844543,0.6316855549812317,1.0621929168701172
1,0.6709864139556885,0.6443644762039185,0.0010000000474974513,1.1212749481201172,0.7266367077827454,0.6998322606086731,0.9119529128074646
2,0.7261433005332947,0.704805314540863,0.0010000000474974513,0.8909451365470886,0.7671164274215698,0.7431466579437256,0.7742438316345215
3,0.7679126262664795,0.7505056858062744,0.0010000000474974513,0.7619539499282837,0.7736132144927979,0.75191330909729,0.7618063688278198
4,0.7893327474594116,0.775032639503479,0.0010000000474974513,0.6775159239768982,0.7841079235076904,0.7672316431999207,0.7121637463569641
5,0.8184641599655151,0.8050766587257385,0.0010000000474974513,0.5893357992172241,0.7801099419593811,0.7572396397590637,0.7272486090660095
6,0.8370997309684753,0.8267419934272766,0.0010000000474974513,0.5083361268043518,0.7966017127037048,0.7687706351280212,0.6953779458999634
